Name,Location,Brand,Gender,      Age,Reviews
Maxwell Ochoa,Spain,HP,Male,24,Meets most expectations
Hiram Wallace,China,HP,Female,21,I love this Kindle!
Tamara Strong,Russian Federation,LG,Male,20,Great Product Delivers
Norman Garcia,Singapore,Dell,Male,21,Best Reader
Alexa Schwartz,Ukraine,HP,Male,21,Great device for reading anywhere
Abra Mills,Chile,LG,Female,30,Kindle is awesome
Paul Roman,India,HP,Female,23,mom can use it.
Mari James,Philippines,LG,Female,18,Great product
Herrod Hendrix,Netherlands,Samsung,Female,21,"Great, even for a casual reader"
Zena Nieves,France,Microsoft,Female,18,works great
Brittany Sweet,United Kingdom,Microsoft,Female,26,Easy to read outside
Oscar Justice,Spain,LG,Male,29,Perfect for Poolside
Claudia Cain,Poland,Sony,Male,24,Wonderful device for reading
Tana Pickett,Colombia,Amazon,Male,20,Excellent purchase.
Jackson Christian,Ukraine,HP,Male,24,Awesome for bedtime reading
Ryan Flores,United Kingdom,Amazon,Male,23,Exchanged for the Voyage
Wesley Lott,China,Microsoft,Male,29,Kindle
May Hansen,Mexico,LG,Male,20,Great so far
Octavia Briggs,France,Sony,Male,22,Great buy
Lois Keith,South Africa,Sony,Female,23,Great reader
Amena Alvarado,Italy,HP,Male,19,Better than the original.
Zena Clements,Sweden,LG,Male,30,Best E-Reader Available (For The Price)
Aphrodite Bell,Belgium,Apple,Female,25,Great eReader
Desiree Beasley,South Africa,Microsoft,Female,25,this is a great paperwhite e-reader.
Eagan Gibson,Australia,Apple,Male,30,Good gadget
Macey Booker,South Africa,Dell,Male,29,Nice device
Judah Paul,France,HP,Female,23,Great Product
Chandler Parker,Peru,Samsung,Male,21,essential accessory
Sylvester Monroe,Singapore,Dell,Female,27,A reading must have
Lucian Olson,Austria,Sony,Male,22,Wife loves it
Sharon Roach,Turkey,Amazon,Female,27,Best Kindle Ever
Heidi Dodson,Singapore,Microsoft,Female,20,Very portable!
Jana Douglas,Colombia,Dell,Male,25,Excellent E-reader!!!
Victoria Pennington,Brazil,HP,Male,30,Great e-reader. Better than reading on a tablet.
Burton Chan,Singapore,Microsoft,Female,23,great gift
Cain Warren,Philippines,Amazon,Female,29,Love it
Linda Crane,Poland,HP,Male,29,Good Value
Jakeem Acevedo,Russian Federation,LG,Male,28,Great upgrade from Kindle Touch
Dahlia Walsh,Netherlands,LG,Female,29,My 3rd Kindle
Hedley Everett,Canada,Microsoft,Male,20,Kindle
Claudia Dominguez,India,LG,Female,29,great reader
Gareth Hunter,Mexico,Sony,Male,25,Great visibility in any lighting
Sarah Farley,Ukraine,Samsung,Male,18,Excellent product
Xavier Kennedy,Philippines,Microsoft,Male,22,nice
Cheryl Newman,Germany,LG,Female,27,Great device for reading
Joy Duncan,Turkey,Sony,Male,24,great
Phyllis Hewitt,India,Sony,Male,28,perfect gift for graduation
Marvin Farmer,Australia,Samsung,Female,25,excellent & inexpensive
Jillian Goodman,Singapore,Amazon,Female,27,Perfect e-reader for bright light
Irma Rosales,Chile,Dell,Female,19,Kindle Paperwhite
Keith Johns,Spain,Samsung,Female,18,Perfect for reading
Dorian Meyer,Chile,HP,Male,28,I love this kindle!
Kathleen Hoover,Chile,Microsoft,Female,19,Great!
Raphael Flores,New Zealand,Apple,Female,26,Great for reading ebooks
Preston Franco,Pakistan,LG,Male,23,wonderful for every level reader
Lars Mcdonald,France,Microsoft,Male,18,Great product
Shellie Donaldson,Belgium,Sony,Female,25,Love this version
Chester Hardin,China,Sony,Female,28,Love
Wesley Henson,Mexico,Dell,Female,22,an excellent product--my second one
Hope Patel,Poland,Dell,Male,21,Great reader tablet
Francis Ramirez,Mexico,Microsoft,Female,20,Every Day
Xyla Weeks,New Zealand,Sony,Male,18,Works Great
Dean Robinson,South Africa,Dell,Female,24,Very light with back light!
Aline Hancock,Ireland,Amazon,Male,27,Great ereader!
Philip Decker,France,Amazon,Male,18,great E-reader
Salvador Leach,Poland,Sony,Female,30,Awesome e-reader
Brady Lowery,Indonesia,Dell,Female,26,Great
Ifeoma Henry,Netherlands,Sony,Female,29,Perfect for the avid reader
Jenna Pratt,Singapore,Apple,Female,28,Excellent design
Yuri Golden,Australia,HP,Male,24,Great low cost e-reader
Todd Valdez,Italy,Apple,Female,18,Nothing Wrong
Yoshio Burton,Ukraine,Apple,Male,26,Great product
Ethan Fischer,Peru,HP,Male,18,Fantastic E-Reader
Grant Marsh,Colombia,Microsoft,Male,19,"great reader, my wife loves it"
Lani Lloyd,Singapore,LG,Male,18,I love to read. This is great
Justine Hinton,Brazil,Apple,Female,28,Great
Colleen Moses,Chile,Sony,Male,26,Excellent E-Reader
Dai Davis,China,Sony,Female,28,My favorite Kindle
Troy Butler,Poland,Microsoft,Female,23,Good
Victoria Joyce,India,Samsung,Female,22,WONDERFUL!!
Ronan Knowles,Vietnam,Sony,Female,29,Great in sunlight
Yeo Robinson,Nigeria,HP,Female,23,Wife loves it
Drew Harvey,Pakistan,LG,Female,56,Read anywhere
Sigourney Coffey,South Korea,HP,Female,60,Sweet Read
Constance Mills,Australia,Sony,Male,54,Great device
Kuame Montoya,Peru,Amazon,Female,60,Love it
Kamal Caldwell,Turkey,Dell,Male,52,Kingle Paperwhite is great
Jeremy Sloan,Spain,Dell,Female,60,I love this e-reader!
Cameran Wong,China,Apple,Female,57,Great product
Arthur Clements,China,Amazon,Female,60,Great
Fay Cantrell,Nigeria,LG,Male,59,"Perfect for the Beach And bright áreas, no glare."
Aquila Woodard,Russian Federation,Microsoft,Male,54,BIG IMPROVEMENT!
Slade Clay,Colombia,HP,Male,60,A nice improvement over my original
Breanna Pitts,Poland,Amazon,Female,59,Best e-reader ever
Cruz Schwartz,Colombia,Samsung,Female,54,Ver nice and useful gadget
Joelle Curry,Russian Federation,Samsung,Male,55,Great ebook reader
Tatyana Lopez,Chile,Sony,Female,58,Great Kindle
Dillon Paul,Belgium,LG,Male,55,Wife loves it
Asher Bond,Belgium,Amazon,Female,58,Great for outside
Ruth Mcfarland,Poland,Amazon,Female,56,Great for Reading/Great Gift for Men
Iola Whitney,Italy,Sony,Male,52,Great product
Joseph Riley,Italy,Microsoft,Female,53,Great
Isabelle Meyer,India,LG,Male,54,Love it!
Amber Kramer,Netherlands,Apple,Male,59,Space saver and a true travel gadget
Christian Reilly,Ireland,Dell,Male,55,Perfect e-book
Diana Andrews,Indonesia,Microsoft,Female,52,excellent choice
Keefe Glover,France,Microsoft,Female,55,Very happy with my purchase and I am able to rEad
Hector Burch,China,HP,Female,57,Excellent reader!
Colton Long,Norway,Amazon,Female,59,amazing reader
Bruno Anthony,Pakistan,Dell,Female,52,Great for an avid reader.
Isaac Jordan,Indonesia,Amazon,Female,51,Great product
Jaden Lindsay,Nigeria,Samsung,Male,50,Graduation Gift For My Brother
Hedy Wise,Netherlands,LG,Male,55,Kindle is more fun than a spindle...
Kelly Hopper,Costa Rica,LG,Male,58,Best E-reader yet
Hilel Riley,China,HP,Male,60,Perfect for reading
Camille Villarreal,Vietnam,Samsung,Male,60,I like it
Roary Waller,Belgium,Sony,Male,57,Great lighting regardless of conditions.
Ciaran Hodges,Brazil,Dell,Male,52,I enjoy this product!
Nyssa Mathews,Sweden,HP,Male,60,"Light weight, easy to read inside and outside."
Clinton Daniels,Poland,Dell,Female,53,Great Reader
Deirdre Erickson,Chile,Sony,Male,52,Great for reading
Stone Barnes,South Korea,Microsoft,Male,58,Love it!
Kylynn Gilmore,Italy,LG,Female,57,buy
Thane Marsh,Canada,Dell,Female,51,Great device
Roary Frye,Sweden,HP,Male,57,"Perfect replacement of a book, thinner lighter"
Price Short,Italy,Amazon,Male,51,Awesome
Galvin Burks,New Zealand,Samsung,Female,56,Great at what it does!
Hilda Haynes,Germany,Samsung,Male,55,Great reader
Driscoll Wagner,Belgium,Sony,Female,56,This item was purchased as a gift for a young lady
Rajah Branch,Spain,HP,Female,54,Love my new Kindle Paperwhite!
Josiah Vazquez,Belgium,Samsung,Female,51,much better than previous
Kelsie Pace,Colombia,Microsoft,Female,58,Kindle Ebook
Lillian Stokes,Singapore,Microsoft,Male,58,So far so good
Madaline Solomon,Italy,LG,Male,55,good
Tiger Hancock,India,Apple,Female,57,Simple and Easy to Use
Hedwig Beasley,India,Amazon,Female,52,Love it!!!
Marny Mcconnell,Norway,Apple,Male,58,great kindle for simple use
Ramona Franks,Netherlands,Sony,Male,52,Like a book
Cedric Cleveland,Brazil,Microsoft,Female,60,Excellent reader
Yoko Carver,Brazil,Amazon,Male,56,Love this kindle
Molly Carlson,Belgium,Sony,Female,54,Reading even more now
Maggie Singleton,Sweden,Amazon,Male,50,Very easy to use and setup
Tad Dickson,Ireland,Microsoft,Male,56,Reading book so much easy
Michelle Summers,Mexico,Apple,Male,59,Love this kindle
Nomlanga Franco,Italy,Dell,Female,58,Second Kindle reader.....it's even better.
Katelyn Hoover,Brazil,Amazon,Male,56,Love the kindle
Ursa Morris,Belgium,HP,Male,59,I love it!!
Flavia Lara,Indonesia,Samsung,Female,55,Husband loved it!
Ashton Melton,Chile,HP,Female,58,Great kindle
Gwendolyn Buckner,Germany,Microsoft,Female,58,Lightweight and Powerful
Maisie Fry,China,Amazon,Female,58,Great way to read books
Wylie Dunlap,Mexico,Microsoft,Male,60,Believer
Deirdre Todd,Singapore,Samsung,Female,56,Still best eReader
Valentine Delgado,Nigeria,Sony,Female,54,Great e-reader
Gillian Petty,France,LG,Male,51,Works great just like my husbands does.
Kitra Buckley,Spain,Apple,Male,52,Best reader out there
Shellie Aguilar,Spain,Apple,Female,56,Great reader!
Yvonne Wilder,United States,HP,Female,57,Good
Sigourney Forbes,Mexico,Microsoft,Female,57,Good for the price
Miranda Hardy,Colombia,Sony,Male,51,Great EReader
Alden Perry,India,Amazon,Female,50,Great e-ink reader
Ivy Pennington,Turkey,Sony,Male,58,Great tablet for starters
Kibo Jefferson,Belgium,Sony,Female,60,Best e-reader on the market.
Mercedes Mckinney,Italy,LG,Male,58,2nd Review?
Jenette Kaufman,Poland,Sony,Male,53,Great Deal!
Amery Dixon,Ukraine,Microsoft,Female,57,Excellent product
Nola Hess,Nigeria,Samsung,Female,50,Good Basic Kindle
Nash Juarez,United States,HP,Female,50,Great priduct
Yael Palmer,Vietnam,LG,Female,59,Pretty good
Dara Rosales,Indonesia,Microsoft,Male,60,Easy to use. Great value
Melyssa Kirk,South Korea,Dell,Female,57,Love it and easy to use
Magee Mcgowan,Australia,LG,Male,53,Great
Aiko Nolan,New Zealand,Dell,Male,50,Great overall
Nomlanga Ford,Indonesia,Microsoft,Male,52,Love it
Vladimir Montoya,France,Microsoft,Male,52,excellent e reader
Ria Mathews,Colombia,Amazon,Female,59,Allows me to read books again despite bad vision.
Ray Calderon,Germany,Sony,Male,59,Makes A Great Gift
Sheila Moss,Spain,Dell,Female,50,Makes reading so much easier!!!!
Hedda Forbes,Costa Rica,Amazon,Female,53,What a great Kindle
Liberty Pittman,Costa Rica,Microsoft,Female,56,Awesome for outdoor reading!
Autumn Ashley,Germany,Dell,Female,58,One of my BEST Tech Purchases
Holly Dickerson,Italy,Apple,Female,50,Lightweight & Easy to Navigate
Chandler Clark,South Korea,LG,Female,22,Love the inside light
Kennan Savage,Netherlands,Microsoft,Female,22,Fantastic Product
Steel Baird,Chile,Amazon,Male,19,I love my Kindle!!!
Sydney Gay,Colombia,Sony,Female,28,happy customer
Alexander Chaney,Indonesia,Sony,Male,21,i love my new kindle
Skyler Banks,Poland,Sony,Female,19,Nice item!!!!!
Lucas Hamilton,Ukraine,Sony,Female,22,Love it!!
Amir Henderson,Singapore,Sony,Female,26,Useful product
Dean Gates,Indonesia,Sony,Male,18,User friendly
Seth Ryan,France,Microsoft,Male,21,Kindle Paperwhite
Rhona Conway,Vietnam,Apple,Male,25,Great kindle
Levi Bullock,Canada,Apple,Female,23,"Good device, but has some minor issues"
Tanisha Salas,Ukraine,Dell,Female,30,"Simple to set-up, easy to use"
Fitzgerald Sharp,United Kingdom,Apple,Male,19,Awesome
Lawrence Hobbs,United States,HP,Female,30,Good
Amber Cooke,Vietnam,LG,Male,18,My kids LOVE their Kindle Paper Whites
Emily Dudley,Mexico,HP,Female,21,Love it
Rama Sharp,South Africa,Dell,Female,22,overall very good..
Elvis Gonzalez,New Zealand,Samsung,Male,19,Awesome
Portia Hardin,Colombia,LG,Female,27,A real page turner
Hedda Trujillo,Costa Rica,Microsoft,Male,22,Can read in any light
Hedley Duncan,Peru,Microsoft,Male,20,Paperwhite
Giselle Meadows,Mexico,LG,Male,29,great reader
Griffith Tyler,Poland,Microsoft,Female,19,"Good, but overpriced"
Hollee Garrett,Nigeria,Dell,Female,28,exactly what I expected
Cairo Knight,Brazil,Sony,Female,27,Great reading tool.
Guinevere Shaw,Peru,HP,Female,21,"Great product, would purchase again"
Basil Miles,Chile,Microsoft,Female,28,Even better
Lester Suarez,Germany,Apple,Female,30,Perfect
Liberty Barnes,Germany,LG,Male,25,Great for grandchildren
Lance Salas,India,Sony,Male,23,Love it!!
Kiayada Sandoval,Nigeria,Samsung,Male,21,Kindle PaperWhite is a very useful device.
Mariam Blackburn,Brazil,HP,Male,30,You can read on it
Kennan Hood,Austria,HP,Male,25,Very good kindle
Lucius Merritt,Vietnam,LG,Male,18,Great for travelling
Francesca Browning,Poland,HP,Male,21,Great E-Reader!
Gretchen Davidson,United States,Amazon,Male,27,Like all features
Kenyon Pittman,Mexico,Amazon,Female,22,Big improvement over old Kindle
Steven Torres,New Zealand,LG,Male,29,Great Reader
Adara Holcomb,Canada,Dell,Male,27,Paperwhite reliable as always
Riley Oneil,China,Dell,Female,26,"Very good device, best kindle"
Nina Kline,Poland,LG,Female,23,Great Kindle Upgrade
Odette Poole,Sweden,Amazon,Male,19,Love being able to read without additional light
Macon Mann,Canada,LG,Male,25,"Awesome, I love it"
Karyn Mclaughlin,Ireland,Amazon,Female,25,Just what I was looking for
May Madden,Philippines,Microsoft,Male,18,Excellent!!!!
Amir Mcleod,China,Amazon,Female,25,My Kind of Reading
Hamilton Curry,Austria,Microsoft,Male,28,Best reader out there
Mary Neal,Costa Rica,Samsung,Male,23,Great for Reading Books
Lester Thompson,South Africa,HP,Female,27,Love it
Cora Beasley,Spain,LG,Male,24,Great e reader
Melodie Stone,South Africa,Dell,Male,27,Great
Bradley Burch,Costa Rica,Amazon,Female,30,Quality Product
Thaddeus Terrell,Vietnam,LG,Male,23,overall great product for an avid reader
Gisela Sloan,Turkey,Samsung,Female,28,Great product for book worms
Eugenia Decker,South Africa,Sony,Female,28,I love this thing
Cole Robles,Italy,Sony,Male,19,Great E-Reader
Ira Kerr,Poland,Amazon,Male,19,Exactly what I wanted!
Steel Griffin,Spain,Amazon,Male,25,Great device!!
Aurora Bond,Nigeria,Amazon,Female,19,Love the new Kindle
Kenyon David,Peru,Microsoft,Female,27,Love it
Brittany Blanchard,Belgium,HP,Male,18,Great reader
Aspen Sandoval,Poland,Samsung,Male,23,Better than my first Gen
Sarah Silva,Canada,Amazon,Male,27,Functional
Asher Anthony,United States,LG,Male,25,"Great e-reader,great price!"
Ruby Dominguez,Germany,Amazon,Male,23,Love Kindle
Raven Huffman,Brazil,Microsoft,Male,30,Best for reading
Nash Cabrera,Sweden,Dell,Female,21,The best for reading e-books
Dominic Campbell,Vietnam,Amazon,Male,28,It's okay.
Fletcher Sargent,Spain,HP,Female,28,Compare to old Kindle
Vivien Downs,Poland,Microsoft,Male,30,Perfect for at the pool.
Samson Walls,South Korea,Dell,Male,23,Very good for book worms
Pearl Dyer,Philippines,Microsoft,Female,21,Easy to see print
Robert Barry,Sweden,LG,Female,19,Slick ereader
Beatrice Blake,Norway,Amazon,Female,18,Perfect for middle of the night reading!
Shelly Herring,Indonesia,Samsung,Male,28,Excellent for reading
Victor Strong,China,Sony,Female,20,good price for updated version
Sylvia Schroeder,Brazil,Microsoft,Female,26,Where has this been all my life?
Joseph Elliott,South Korea,Microsoft,Male,25,nice ereader
Selma Mcdonald,Brazil,Amazon,Female,25,Kindle Paperwhite
Kylan Emerson,Germany,HP,Male,23,Awesome ereader
Yvette Barnett,Australia,HP,Female,19,Kindle worth reading
Cassidy Fry,Poland,Apple,Female,22,good price
Yardley Ray,Mexico,HP,Female,22,It gets a lot of use
Ignatius Albert,Indonesia,LG,Female,24,"Easy to read, Easy to Use, Easy to Enjoy"
Tatiana Curry,Spain,Microsoft,Female,19,great eReader
Burke Chaney,Chile,Dell,Female,19,Good ereader
Aurelia Pena,United States,Samsung,Male,26,Great e-reader
Audra Mills,Nigeria,Microsoft,Female,21,The best reader in direct sunlight!
Dustin Mills,Belgium,Microsoft,Female,27,Good option for reading
Mari Stevens,South Africa,LG,Female,27,Must have for book lovers
Halla Alston,Colombia,Microsoft,Female,18,perfect christmas gift
Juliet Barber,Costa Rica,Dell,Female,27,Eye friendly kindle
Justina Alvarez,Turkey,Sony,Female,20,"Crystal Clear Screen, Kindle Unlimited"
Daphne Murray,India,Microsoft,Male,27,Easy on the eyes
Maryam Pacheco,Nigeria,Amazon,Male,22,Great reader
Maggy Stanley,Italy,LG,Female,26,Love it!
Cruz Walls,South Korea,Amazon,Male,26,Great light weight reader.
Luke Decker,Russian Federation,Samsung,Male,25,"2nd Kindle, read in any light."
Paloma Banks,United States,HP,Female,24,Great for reading
Lucas Reid,Russian Federation,LG,Female,24,Excellent For Reading
Ella Rios,United States,Sony,Male,25,awesome
Abel Mcgowan,Brazil,HP,Female,29,Love the new Kindle
Lev Velazquez,Ireland,Sony,Female,27,Great grandmother loves it
Summer Glass,New Zealand,Microsoft,Female,27,Wonderful way to use everywhere.
Gisela Levine,United States,Samsung,Male,30,Great product
Teagan Barry,Ukraine,Microsoft,Female,25,"Great, and definitely worth it!"
Hilel Patterson,Philippines,Sony,Male,29,Love my new Kindle Paperwhite.
Madeline Brennan,Austria,Dell,Female,25,Great for keeping kids reading
Hilda Workman,South Africa,Amazon,Male,20,Awesome product
Jacob Keith,Ireland,Microsoft,Male,24,Love!!
Ronan Huffman,Germany,LG,Female,30,Good for readers
Phoebe Tyler,South Korea,Dell,Female,21,Love this Kindle!
Tiger Todd,Poland,Amazon,Female,28,I love my Kindle Paperwhite!
Shelley Cohen,South Korea,Apple,Male,22,I had one before
Susan Blevins,Pakistan,Amazon,Male,28,Love it!
Daphne Branch,Colombia,LG,Female,30,It wasn't easy to use
Victor Delacruz,Vietnam,Microsoft,Male,24,Perfect!!!
Kelly Hurst,Costa Rica,HP,Female,24,A must have
Ebony Stone,Costa Rica,Amazon,Female,21,Perfect
Louis Harvey,New Zealand,HP,Male,20,Pure reader
Owen Ochoa,Spain,Sony,Female,21,great reader
Alexander Shaffer,Austria,Dell,Male,21,Excellent buy
Olga Mckinney,Italy,Apple,Male,30,Love the Kindle!
Stacey Gibson,Colombia,Apple,Female,23,Excellent e reader
Rose Patrick,South Korea,HP,Female,18,E-reader Goodness
Duncan Leonard,Spain,Microsoft,Male,21,I love it!!
Hayes Cameron,Ukraine,Amazon,Female,18,Easy to read
Galena Richards,Germany,Microsoft,Female,26,Wonderful For Reading
Hilda Beard,South Africa,Samsung,Male,29,Great for reading books
Leo Snyder,Ireland,Microsoft,Female,24,Excellent size and equality
Malcolm Greene,Belgium,Dell,Female,20,very good reading tool!
Bianca Boyle,New Zealand,Sony,Male,24,Great product
Lee Finch,Mexico,Dell,Male,23,Lost my Nook and bought this
Aquila Powers,Belgium,LG,Male,29,Love my Kindle
Donovan Powell,Nigeria,Apple,Female,20,Perfect
Len Bennett,Pakistan,Dell,Female,22,great product.
Scott Gay,India,LG,Female,23,Love Reading
Rachel Nichols,Norway,Apple,Female,19,Transfer library books via USB
Stella Hurley,Nigeria,Apple,Female,30,Even Better Than First One!
Kadeem Horne,China,Amazon,Male,25,Great for reading
Brenda Bartlett,Chile,Microsoft,Male,25,Love it!
